RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a1008808,a0e5c101,a04143a9,a12b0192,a180d001,a7c90393,a10b1080,a5c34002,a1008604,a182c08f,a0a34c98,a0400321
a0c18183,a0825c89,a1e7809d,a0004681,a0048982,a028c318,a1898980,a220800f,a0084611,a4270387,a0008203,a0c1c480
a0838582,a2290012,a6a7851c,a021cc0b,a0010491,a3600086,a4a00184,a32347a8,a0270c87,a6604889,a1f05288,a668441f
a020c600,a0434581,a260060f,a0600185,a1d00e1e,a0614310,a06386a0,a1064409,a0a00120,a322869a,a243c28d,a263d093
a3030a8d,a0600a23,a1ed9500,a0411808,a006008e,a0444f00,a2e94011,a0240912,a245d404,a0238b85,a145ca06,a020c283
a0c28a05,a4410405,a1e74383,a1c1c28b,aea2c780,a001810a,a361dc3c,a221c600,a2e00507,a2040894,a348068d,a0010285
a0220408,a161810b,a007c084,a3280488,a1844202,a1c08512,a060c902,a082cb8a,a0805b84,a1e48288,a184ca8a,a140c605
a1a30499,a0a00184,a4094581,a0200190,a2008792,a0230900,a0699d09,a1a59e25,a0a4cb03,a3e84518,a0414286,a102c09e
a3604489,a6264100,a2060711,a040ca07,a100d101,a0608c8d,a1a50a05,a1c08891,a1201384,a0240d81,afe04308,a125009a
a1434d85,a1c28437,a0a10019,a341c10e,a0c0c810,a0c1c7a8,a120438a,a0058713,a3468700,a0210325,a6c00586,a0419396
a002c39d,a2000a0a,a1664406,a163c490,a0618813,a04204b3,a2850406,a0458c8d,a229c117,a2e00109,a7c4c104,a0810103
a2c68005,a062070a,a3019317,a20001b0,a0214582,a163c286,a0a2408e,a0258c94,a02fc412,a2240482,a2204006,a083c781
a0e30105,a6a08000,a4e20584,a761c61a,a42b811a,a4801085,a0024816,a401118e,a0354905,a068c61e,a0c08187,a002019e
a082c905,a2800312,a047c783,a1075303,a3214089,a5a0cb29,a4004c90,a1854082,a0244284,a3e4800d,a1214b9e,a7c18700
a0230582,a1245602,a0808907,a181c51d,a7e05512,a0e00306,a066a10c,a0e9468a,a3020ea2,a0428096,a302c30e,a7e7c204
a084c384,a0441027,a2a7060f,a2800295,a123c184,a044c88e,a002c18a,a1ad4386,a2c2d50e,a0224786,a160c305,a503c485
a0458885,a0018ba5,a141c10f,a1024a88,a4008e1e,a1e18005,a12748cb,a2244382,a2434f02,a5828009,a0238484,a122820a
a122cf03,a4200381,a5c58484,a4c0550c,a500c886,a5278204,a00f498f,a11140a9,a0a9c201,a062c182,a556c901,a0c0cd01
a50b9d8f,a0034938,a240819d,a080c185,a0a0099b,a2c1849b,a388c001,a08ac8a3,a2e8071d,a1439a90,a3a18414,a262408a
a3601183,a409830c,a2c2c00a,a261c382,a1f0c12d,a3408110,a3e0c586,a204000e,a2e18104,a2814783,a3204104,a2c38681
a0658681,a1e69181,a209d086,a6e20012,a0a0d217,a080c380,a005410a,a0208209,a0010e84,a180ce81,a2ce0320,a2400001
a0e10100,a027730e,a0a00507,a1ce8210,a1414004,a068cb04,a007c949,a0c3478c,a2e48003,a4018001,a0418989,a001c21e
a0ab0324,a0e28680,a0624a98,a0418110,a042daa2,a0216300,a0e40094,a003ce89,a002850a,a020d60a,a2c28088,a0a64224
a4e6830e,a200cc80,a5274428,a2038202,a0644419,a042c586,a0c00017,a8218302,a0624680,a522c38c,a1464486,a144db1b
a0a40206,a3028103,a1064f0b,a1680091,a1ec4385,a244c599,a0404002,a0e64181,a208c200,a160089a,a3870881,a0c6c3a3
a0a18e0c,a0049109,a102c282,a2610080,a3a39a83,a101100d,a0e48507,a0444101,a123080e,a062880a,a4835603,a0a9918e
a7a7c28e,a2050194,a084c307,a0e5c203,a1810f13,a000c187,a10bc500,a62e8281,a0214a0c,a3812412,a825410c,a2e2c005
a2014081,ab631611,a0c0c304,a3ae0604,a0030822,a000cf06,a022c208,a2a7c787,a2840403,a5e3c614,a3014a10,a206c61c
a2a09c81,a04586ae,a065cd01,a04013a9,a0a4c980,a1e0038a,a0810718,a042c67f,a1c5ce81,a3c1cc8f,a0e1088c,a0630d8c
a0e1058b,a0290080,a003108a,a0e14097,a1a2c4a7,a0430088,a1a281ac,a043409c,a0808a80,a0660802,a003c08d,a2c9e0a0
a020420b,a0a14382,a0430280,a1220304,a1e04215,a0400d86,a403c188,a1a0c80a,a0e80217,a1c2458f,a429c001,a0204081
a1e20881,a2808393,a1210085,a0c2c335,a4268910,a1c54196,a3010297,a3a50087,a2834e14,a200490f,a281412c,a0e0c1a2
a0c0001a,a1c04306,a782c190,a0855205,a200ce88,a44606bc,a0608a17,a020881b,a0000b86,a0a404a5,a1904000,a4614218
a0e10b14,a8608008,a0a18892,a2a2461d,a46bc109,a346401f,a0019880,a0604109,a0428300,a0c78180,a3024284,a0004a1c
a4a28c93,a2834196,a2c18486,a0038200,a143827f,a082410a,a001ce22,a0244288,a2634305,a187d780,a02c8600,a0c24486
a4044381,a161858c,a201c687,a2c8008b,a1a50503,a0614b06,a1e5c287,a384468b,a0010088,a0018515,a1604404,a0ac0110
a1c64001,a2a3028a,a4414b81,a080458f,a3c28522,a1204114,a027c7a4,a442c624,a0464885,a1601186,a1208320,a0a4858e
abfe8206,a20d0a82,a0e80604,a0400798,a02d4183,a0a08602,a221010e,a1a5c113,a0045407,a0ee0712,a1e51d01,a2800038
a4000988,a020118c,a000de80,a18f8184,a2461302,a2c15483,a7014695,a2890008,a141cd83,a7c8869d,a120810b,a5c80789
a024822f,a2418780,a424401a,a2044d8b,a202c986,a087c206,a2618405,a1814c86,a0228785,a0e04b85,a163430d,a0e04109
a200c707,a0420400,a2e3c017,a020098f,a164c181,a0c00485,a38380bf,a2200482,a0a04597,a1440736,a4e6c081,a560830e
a1c18484,a1854652,a0810387,a2861a10,a0c7e40e,a081c286,a2838402,a051839b,a00c8d06,a1004491,a1c30603,a0ac4107
a0470481,a144561a,a040448d,a1210101,a2a1ce8d,a0234000,a0a2c003,a04a8009,a1214916,a2c00403,a3a84401,a8c38a13
a0418208,a0a00ca9,a4420e00,a2ef090d,a0208904,a0a1c728,a0258b12,a3c24401,a3264013,a2e00809,a2a04490,a063c503
a1410d81,a1460384,a622460f,a0000202,a0c0c209,a4c00c91,a02dc10c,a0e20502,a185c38d,a1208083,a0428001,a0628091
a0440887,a18cc7a3,a1404001,a143c908,a3858a0c,a261cd9c,a1e45185,a102008a,a0c2c006,a5b3c712,a0820500,a4434991
a2a28020,a0858086,a0808306,a1444189,a604c607,a0e4c587,a0824310,a061029c,a302c126,a4e04105,a28a8f8d,a2c69105
a2404e87,a0624684,a0e38686,a1a04188,a1630503,a1e6810e,a0c6820d,a78484a0,a1120801,a0254416,a0214b00,a1a18907
a1400e15,a0a2c28e,a202c31d,a1c00000,a3638202,a0e18b0a,a3604287,a0c1c1ba,a160ca8a,a0a2049e,a180c192,a320d081
a0610201,a000808b,a1018793,a283428e,a1614182,a1e60106,a0454881,a0e0db06,a16484a8,a1c54882,a06a089f,a140028e
a0e28425,a1218789,a0004286,a0c70105,a200949f,a180468b,a0015597,a3e30317,a7408280,a221c6a3,a076429d,a0c0150a
a105c187,a0e09005,a020031c,a0030ba0,a202800a,a24b018f,a0020b01,a2618599,a14c03af,a6648904,a4444505,a0200283
a0a51700,a262c508,a263072d,a06a0388,a0a14602,a282841a,a2c3c912,a187c087,a2e0c48f,a3c0ce9d,a3200601,a1c61134
a1650397,a1c76c0f,a142d30a,a160c240,a0200784,a0408314,a0210218,a445c002,a1eac794,a0a1940f,a0404193,a1004203
a142440a,a1830000,a0e34186,a18182a0,a0800283,a3e04e9e,a3a10789,a0810757,a1e80f93,a0c3408f,a3864400,a0230584
a2410916,a0018093,a407d006,a3a3c102,a0040907,a6000299,a124c282,a1e0012b,a0a4c806,a3620508,a2ca4650,a0254680
a02acb0a,a3821c8b,a000518f,a0e0c2a2,a3835d00,a0839288,a6409004,a0c28995,a7c2c380,a5c19292,a0438487,a2a24502
ab630b82,a1028a87,a1210f0a,a224010a,a020c18b,a1c2c085,a0c4008c,a303c302,a283830c,a0010b04,a1a38005,a6c68082
a105c105,a3c24180,a0054892,a4a2c525,a4a30701,a0abc181,a0638010,a48040a6,a229c401,a0a4c797,a2434708,a0008981
a0038203,a202ca00,a167c891,a08dc106,a1234a8d,a143458a,a06e0205,a0208901,a1600181,a0204b86,a020ca9d,a066069e
a040458f,a1c0081b,a6258180,a2c0088c,a0a5492b,a06d0580,a305861f,a1c14480,a001e384,a163cb81,a14005a5,a0e4cf84
a24c0121,a0800501,a080e98a,a0e50093,a2c38e82,a0264d11,a0209008,a0458701,a3408303,a101d0be,a2109016,a3e00341
a0e8d09e,a100d535,a0d6709a,a021038d,a0a18111,a0c7a60a,a02e4201,a262c308,a2e38300,a063420e,a2400d9c,a1a044a0
a3050582,a366c10a,a0218a0b,a1e0c489,a0a00424,a0228003,a0424502,a0804aad,a1c083b1,a2c40f16,a2000413,a00b0d00
a2e1d488,a0438a1b,a184c012,a0a10602,a4220501,a2e34112,a567c01e,a140d007,a342c281,a0aa4390,a323c081,a122120c
a021c209,a083800a,a022df80,a4208594,a0440003,a024929a,a0e1d008,a36c06b7,a0a40ca3,a3a0c803,a0a9110c,a1230694
a2030402,a1410499,a042c90d,a8c18180,a3210488,a1458983,a1228a04,a220c282,a200c68a,a3a08507,a022c106,a344c308
a10315a3,a5e14e9d,a1a0c208,a0225405,a123c197,a1414f8c,a061081a,a28a4010,a1468090,a0e7ca85,a2228906,a0070f1f
a0808222,a0c0c41b,a026d300,a1014b80,a2658405,a1230e05,a1c14728,a041d281,a0e00e82,a162010c,a3f0038b,a660c48a
a0c0c507,a104d410,a0234315,a141013b,a0a08d40,a3621c0b,a0034511,a168c90a,a5234003,a021c78d,a1a48304,a1698208
a0a2838d,a722d08f,a1e58583,a260832a,a0ab0409,a0880286,a048c0c3,a540c414,a3e9c387,a1448281,a2088681,a3060e8b
a5101283,a564a406,a0c21001,a0a20587,a0418012,a1400025,a220dc17,a2238680,a3800606,a144e303,a0218808,a120020b
a1000005,a0224282,a6e61610,a0014a12,a085420b,a2024290,a10c408e,a6a2c009,a0404a88,a3064888,a180c192,a0c20599
a2628600,a081020b,a242c104,a0820714,a0259425,a043048e,a1014ea7,a0604183,a1806706,a06304af,a0840c83,a4e40809
a203c183,a0c2cd02,a260ce2f,a12284bd,a2c84911,a0050022,a042c18f,a0801882,a00142a2,a002400d,a1838217,a06201ba
a0648580,a3e2c382,a1628105,a0e04215,a0a18f00,a4468c15,a0c6440c,a0610108,a0c7011d,a2cac806,a7c58d1e,a224c206
a0014597,a442458e,a0661a80,a0c5c100,a2478609,a2214384,a1c9c989,a2628208,a001010b,a000068b,a06202ac,a101050b
a4cdca12,a001438c,a341cb1b,a0a20ea6,a0a68010,a0c4498f,a0e1c026,a2410287,a145cc09,a2818600,a0278a02,a2c08496
a0214f02,a0a48d05,a08085b5,a090c302,a1614aa6,a0bf0c90,a0200681,a083c901,a141460d,a0668411,a2a24281,a1460185
a2c2c18d,a2238683,a0c1080a,a02081bf,a284028f,a024c29c,a4c10400,a0804706,a1a20307,a1e0440a,a0a38010,a440d014
a0021c81,a143018e,a1a20085,a0a2959a,a4c08700,a609ca0c,a0844310,a00480ad,a6819884,a0004707,a0c40187,a1219805
a2e64e8e,a0221317,a6e80708,a422c084,a0a31900,a3a00380,a0a0c102,a0a10682,a000c186,a0064406,a1234394,a282831d
a1a00983,a0e0050d,a1408400,a0a0cd81,a0eac506,a0c80403,a161c68d,a002069a,a165c11a,a182420e,a0a14100,a04e028c
a024c10c,a04e0403,a380022c,a1a3109c,a3a0870c,a07b8001,a34cc583,a486d281,a001c194,a0c88401,a0618105,a0c3c88c
a0448a12,a5c09800,a34f4291,a141418f,a024c103,a543c72c,a1448f22,a1024d0b,a2e5102a,a7a54b95,a0c18381,a243cea2
a062491a,a0c14082,a020c814,a020410f,a1674309,a002810a,a123058e,a1218080,a0884c6c,a0e28905,a183c5a2,a2a88d01
a065e689,a405c401,a3a18900,a0824238,a024c802,a280810c,a0a1419b,a5a54286,a5811b89,a0218320,a6494a15,a5038009
a103010b,a1478101,a025cd16,a0804511,a3c3c180,a1c00305,a0000000,a0e50701,a8c08302,a20bc12a,a8878107,a0e25385
a00d0082,a4210419,a2804e29,a040438c,a2650d80,a0a30414,a0a383a4,a1e3c283,a0468582,a3c0c501,a0248309,a0a4410d
a0c28b09,a0e1c383,a24a4806,a1c588c1,a3418714,a0888583,a0830111,a0c84002,a2e20583,a147cb9a,a083c283,a0e8c5ae
a0620408,a5820488,a72ac914,a500c0c1,a1874e88,a2c38002,a1e08802,a3404d10,a0850390,a069079f,a0208308,a0638106
a085408c,a0a2c29c,a081d588,a0a88786,a264020a,a14a0685,a1c14080,a39c060a,a1010017,a12bc281,a6e10784,a4a28401
a2a04d89,a301c204,a0421b0c,a2e00b98,a081d102,a180c781,a242c502,a0c54587,a0ec86a1,a0a60119,a046010e,a1098b89
a0a2c487,a1609007,a1a9c028,a2400291,a0a4c424,a0e68312,a1e41022,a029032e,a1618093,a0a48a80,a424c001,a1c0009a
a1611231,a1e10990,a0040800,a2e2c61a,a2808001,a3068a95,a0e30015,a146842f,a28fc298,a1400b8a,a3208210,a0429f06
a3630182,a3044b02,a3260298,a0e30189,a002480a,a0a12004,a0215294,a1810001,a0a5801a,a2c3448a,a0001397,a02081ac
a0848504,a02f0208,a1c1c000,a1001086,a064a083,a2604ba7,a0a84580,a4a40090,a101430b,a4044512,a2a7c905,a6a48181
a062ae2b,a088cf86,a043418d,a0e1848f,a506558d,a043c59d,a122c18e,a1a28516,a1a1dc01,a001038b,a3c58b17,a3c1c522
a6045e00,a0004fb5,a0a68383,a242820a,a0e30aa6,a669c204,a1218919,a08a5682,a6668289,a023c703,a1410110,a228018b
a0a6479a,a263890c,a1660517,a4e28d8d,a08500af,a008c087,a4814093,a5a10480,a02541df,a1420886,a0c2d584,a161088a
a0214c94,a0a0450e,a0814347,a1810087,a00b4b85,a8e60507,a021000b,a7238731,a161c20e,a1204585,a0e1c10d,a0618335
a0804407,a0e04691,a862c08d,a0419410,a0c00d0c,a2a4830d,a00008d9,a04b8c85,a320400c,a0808d8f,a0041791,a2c2081b
a0539b04,a4ab811c,a0c10986,a0e00492,a1e2c383,a163958c,a088c68c,a0e3c324,a7824ed3,a0e15a80,a4e44120,a204441d
a3228740,a1618887,a0c18882,a046c5a0,a120d121,a0cb0202,a2c18308,a500c7b1,a0410988,a2c18d0a,a1420401,a0d58714
a3a70413,a0831604,a02ac40f,a6050830,a1044100,a203888e,a020c206,a2044486,a2850089,a1054281,a289428c,a0408080
a0a1aa0c,a0c0c18b,a0830b0e,a1268298,a1608795,a3438394,a4adc100,a083878d,a000c090,a0e0098a,a2a50501,a0a10692
a22ea110,a1c004a9,a0428405,a342c883,a0a1c280,a0210116,a1200205,a2c68403,a281010b,a3220c84,a00d098e,a1458882
a1239802,a0c40085,a1c00c96,a4020813,a1118b06,a082448b,a1604307,a0200513,a20a8723,a0a10700,a607d29b,a0610021
a0874781,a06504a6,a0a3d682,a0058723,a0400384,a162c1b5,a0e343a1,a022038e,a0618e0f,a489c29c,a0024007,a04007b1
a082810c,a1840e89,a1ad848d,a3610825,a1000784,a1064b9d,a1830485,a3258406,a2afc793,a1a41899,a0e44683,a14b8093
a3448223,a1019a8d,a0e4110f,a0638b90,a3e89e8c,a0c20846,a0224007,a200d322,a0024720,a2c24b80,a4228086,a7810ca5
a2230006,a385c53d,a166c122,a044c408,a160c08c,a2689485,a040828e,a0e25284,a191818d,a0a25394,a6424d89,a1020107
a221c402,a0ab8305,a129410a,a281ce8e,a0610492,a041cb0d,a28a818f,a1018284,a5820086,a26040a9,a14b4082,a1270eb8
a1e0c30a,a3c08012,a3634383,a7e14c14,a4408bad,a2e20583,a508c286,a0a6c823,a0800921,a0e342c4,a2130089,a0008214
a08007bf,a0004505,a1294d03,a3020b01,a4220915,a0820010,a0e04180,a0830188,a0a75200,a0424181,a1a74f0a,a5a0c686
a2a28118,a2c08116,a2a748a3,a041c203,a3859a0c,a3c10231,a3408c97,a241019d,a204e21a,a0800f85,a1e70880,a1288513
a0010390,a542c78d,a56c4086,a2604e9d,a10ac721,a0018f11,a3090334,a4e26716,a8c0c1bc,a0204283,a0e1c1ab,a0e25356
a060c302,a3a2c18b,a161151f,a500c401,a400c490,a1ea003c,a180c102,a040c893,a1834a8c,a52bce10,a1c5c780,a1604e86
a101c003,a1e6cf80,a50946be,a00ec705,a344c38f,a022d61e,a3608480,a0004281,a023c201,a0c682a0,a122d185,a0a04324
a6609181,a1044104,a1c28600,a2220617,a66ac08b,a0270090,a0c9079b,a0c44123,a0214782,a100c50a,a1610110,a3a00286
a080c188,a2894000,a1ab589f,a203871b,a152c097,a2028280,a4401000,a2038a0a,a1451384,a0621380,a081c590,a1abc625
a0044492,a0c24a08,a3a2051e,a2c1051d,a161c448,a00004a0,a3a2c1a3,a380e1af,a0e44515,a2e31e04,a080ce02,a24a819a
a0623103,a52cc00a,a4834006,a1a3c20a,a5e44981,ab20c70e,a1e00082,a1f08009,a520ca94,a1a25403,a0a10281,a0000081
a5e80c85,a2a08531,a063511d,a5a48227,a28a4b86,a0cac90d,a080009f,a5c44711,a0a0458b,a1c20281,a1028485,a280c688
a0e18bab,a002cf0a,a1820102,a361c603,a0e00f8c,a0e0470f,a0c10418,a0410080,a181878c,a121c18c,a060400f,a5600683
a2420388,a0830a15,a1820107,a022c21a,a00a5087,a0c60420,a5e24484,a1014088,a1014500,a201812f,a265818d,a3880483
a022c00e,a4631a0a,a1404703,a0030702,a0001586,a1a04183,a4805717,a00bc706,a2434483,a3a4c30c,a0c48794,a2610f05
a0415280,a18bc00a,a1e39581,a346000a,a2014a89,a2858194,a024580d,a0024a03,a1614129,a0848085,a007c401,a680011d
a0830608,a021d51c,a0600c02,a160c3af,a0010408,a6630902,a1e2b59a,a2a09011,a0a34c06,a042c0a0,a1c0860c,a0484c85
a167848e,a1010016,a1438504,a4a48e02,a0004706,a2a10290,a3600519,a0628384,a0998289,a0a08218,a0004184,a0244518
a061c120,a0200083,a002c515,a0614984,a1024a87,a0000101,a1e31788,a2c18c8d,a060c1ae,a1080001,a261cc05,a0008780
a0211b01,a3a5028c,a2010704,a04bcd05,a041c91b,a0e18f0c,a3228181,a3a08e82,a0f1cb89,a06b8f06,a2208206,a0a5c793
a1224d8d,a164c681,a0e28214,a3c64800,a0e38182,a4e004b4,a0a48c8b,a0e04499,a1204219,a0038209,a0684203,a2a28109
a448890b,a20a8983,a092c10f,a0a00e00,a0030489,a060c491,a241010d,a0808a12,a423092b,a784dc97,a382050f,a1010081
a2074a99,a0638313,a4048191,a1a00712,a2a80402,a1063087,a162cc3b,a020c80c,a0618299,a1a38786,a340929d,a181801d
a1c20993,a7608104,a2468a8f,a3c30603,a025d101,a103450e,a4e0cf00,a5e1028b,a484430e,a1008a37,a2800683,a044021e
a4c09286,a0028387,a084c601,a4618684,a0e28705,a102c608,a4c31189,a1e1c100,a2c056a8,a0818001,a32285a4,a6628482
a1c3ca0c,a2e0d1a0,a0a14381,a121c38c,a044488c,a120c09e,a103c58a,a2c20293,a3624381,a201c48b,a2400982,a0c38306
a0808a1d,a140dd0a,a1028029,a283c884,a2a0000d,a466c00e,a0618387,a1430a80,a064c190,a0c04801,a1ee059b,a6c00c82
a3a04a99,a0c10103,a1a3cc0f,a1a0e3cb,a0044e0c,a4400806,a386c62a,a0e6440c,a0024505,a283060b,a100c589,a5834188
a3024e9d,a0e38988,a20241c0,a069908d,a3224117,a323500c,a0858e02,a0e14ba4,a1244529,a527c09d,a1468686,a2a64494
a5a34789,a324c515,a3804603,a0208480,a0a14406,a1a20c28,a1c1a6ad,a0615287,a0260207,a0e1c40b,a009c286,a2005202
a0620008,a02080d3,a4074182,a0a60312,a100493d,a0a10105,a020848f,a203c286,a1a84323,a0268f27,a0a64288,a1801087
a1858696,a0c20706,a0436a32,a048840d,a4aa4b00,a1240481,a2a48036,a2288087,a0204988,a0828008,a0e4c415,a0a14393
a0c78a93,a0a3834b,a2238f07,a1024c92,a5e68401,a42247b3,a047148c,a2078383,a04a818e,a1c28403,a260461e,a1238501
a2210988,a2402082,a024810a,a0a94882,a5410a1e,a2848498,a0e0a48d,a002069e,a142c508,a3644300,a228c403,a3e10195
a2a00192,a0c1880a,a2430196,a0a04482,a140409e,a1a0540f,a2cdc01d,a0e30227,a26fc414,a0628384,a0e18fa6,a0024085
a1a2230d,a0a18280,a2009302,a30fc698,a2a10f15,a2874083,a5b5d684,a0a54520,a182c01a,a228080f,a1804082,a001010c
a002c405,a024c80b,a0244683,a1e0c8ad,a042c581,a2c10481,a0a14b01,a2a49e07,a2654106,a3c28511,a4c2048d,a3604302
a0e18414,a101c50f,a2614602,a5a8c00f,a0a58604,a0e804b8,a0410608,a0010087,a1241706,a0e3c287,a423020a,a2a94613
a2438106,a0e24305,a0c6410e,a0038089,a4c14b80,a1464607,a1034f1f,a6c45085,a322d10e,a3205b0d,a1410103,a120418d
a381c89b,a36b8090,a42b4822,a2e18403,a1200d8d,a0240a8d,a2614629,a0410828,a023cb8d,a1e30907,a0a04315,a1a90003
a283439c,a16411b2,a0c30a83,a204c90f,a5ccd200,a20f0002,a4a0108b,a1e24e0e,a44aa209,a1684081,a428480c,a0c08184
a2e70284,a0004406,a10ac284,a2844003,a1208a87,a064408a,a3a00183,a1014909,a16b5605,a2c440b0,a0e00580,a0abc910
a1a1400a,a1054221,a3a08b80,a0424e0e,a3044603,a142c815,a0e1d702,a0a18b1b,a1e545a6,a122c28e,a1a1c084,a0c3c784
a1e2030b,a0814c08,a4024388,a0e14400,aac28709,a1209115,a2000998,a1258311,a0a29408,a2010108,a1a28d96,a0c08718
a0c1d00a,a0c68018,a0054004,a7624a9c,a060c30e,a2a04101,a1c1c104,a7204105,a642800c,a2010089,a0e28020,a0a2d884
a060c38a,a060430e,a0a10606,a024060a,a6aa011a,a060c184,a0458084,a1449085,a0818404,a0084a96,a081048e,a2064300
ace782ae,a024471d,a3e15102,a1444003,a0638384,a0008807,a0844021,a1258301,a101d082,a120808a,a1014a02,a1c01003
a043c985,a322940d,a0a08381,a7038712,a2e74504,a0c28009,a122860c,a0214288,a024c206,a0a14381,a040820a,a0204287
a0800504,a0211102,a4a4900a,a089c629,a0014e06,a1808093,a1845210,a1e08691,a6aa068e,a0064581,a027c790,a4610293
a1224596,a0809d0b,a2444509,a16240a0,a340810e,a0231207,a1804013,a3268d05,a0014305,a0418584,a1618185,a003440f
a0620107,a1414393,a0401007,a0b74915,a0600a0c,a0c25702,a1414f8d,a36c890f,a5a38519,a0804b83,a7474c06,a064c199
a062ce8e,a02c4029,a32042a4,a6c5ceb1,a202872e,a0444509,a0418581,a0838f02,a2408902,a021901c,a0f2c4a2,a2224681
a0a24114,a3a68714,a261ce02,a0011881,a082830a,a1668000,a006030e,a1608307,ab618004,a20801a0,a0c10903,a1a59415
a0cc9681,a0028096,a0c30738,a2a04d96,a0430082,a2c15599,a1638684,a1ee8a88,a2814986,a0e0c6af,a0218181,a0620009
a207458d,a3428189,a20d0121,a16d85a0,a0a0c281,a205c08c,a0034d03,a6818491,a4a0c004,a3200602,a2064317,a56a1213
a0e60402,a0408611,a0600395,a0618110,a283c688,a141028b,a3e41580,a0226eae,a3018303,a063cb04,a1c48601,a0844284
a023828a,a008c708,a14201a0,a1c0c40a,a1c142a0,a0a30510,a429c482,a3c59496,a02a0118,a2c2c209,a0e50091,a0448090
a047c101,a501c692,a4a04405,a261c005,a1a3c40b,a601089f,a1e1c419,a02103ab,a3830611,a00f4402,a16300bc,a1474903
a0834483,a0058b88,a022018b,a0e68093,a023030f,a101de18,a163c520,a16700bb,a0294604,a1018e81,a3c10c11,a202820f
a0c10882,a301180b,a168c022,a1000600,a3c0480a,a0500e08,a045cb05,a0608682,a4078d9e,a066838e,a1e30607,a0034000
a204008a,a061c1c8,a0a14285,a066818d,a0810205,a0b1c28d,a2e6c187,a0e98a8d,a261208b,a088c001,a2640a88,a3478180
a120c205,a5200000,a444400a,a0a35392,a1c2458a,a28a0283,a442c18a,a0a84682,a378809d,a0c15110,a2209908,a043848a
a4c8530f,a0a1c28e,a1a3c083,a0638302,a0441e02,a2048c81,a0810a0e,a0024087,a4a24033,a080a306,a0e3822d,a2011113
a243a48b,a1690a0b,a442419c,a300c800,a0e04001,a188408e,a3664787,a2a8cd95,a0c1029a,a340488a,a0e10499,a8a11880
a345c590,a3c0c001,a0608289,a023020e,a1016d81,a0234711,a2a20482,a360800a,a5611183,a0600995,a041c396,a0038480
a0e04184,a5239016,a2424682,a082d385,a0eec381,a2228281,a1004605,a461808c,a0610904,a0214319,a800430c,a0018a91
a040cab4,a0044187,a0608080,a0a0cd04,a1408484,a3200109,a024af01,a2858403,a3a5c1a3,a02446a8,a020c092,a1ab0209
a022c116,a1204e81,a2a50288,a0214b85,aa21c826,a0a119b2,a0428516,a0430084,a3a7c807,a002c08d,a1620180,a2c30988
a041c407,a0e58f40,a1e44203,a1444e88,a7618882,a033ce87,a0829804,a261c304,a1644285,a0000003,a048c005,a06c4b84
a1c84891,a0661100,a683c800,a1008304,a028c09a,a1a1c58a,a166c78f,a163410b,a2600401,a1c28b8c,a06a0402,a011178e
a0655087,a0210581,a2020889,a0c4c023,a1a00335,a40e0d86,a062418d,a0a48d85,a524c183,a125c18c,a006848b,a1a95b80
a224418c,a0418111,a3820b0c,a068c402,a10ccc06,a2c40104,a2e3c506,a1408e87,a0818106,a127d108,a2008895,a040c40e
a2e1c021,a3c1c415,a300c614,a1a183a4,a4a3d04d,a28a4884,a224c5c4,a600449f,a042c18b,a2268604,a1a6508e,a5814130
a064e019,a2c28f16,a1004d8b,a0800000,a8c7400b,a029859a,a3e0868f,a582820a,a3a6db01,a2c18100,a0c1c91f,a0228004
a341c107,a0a10994,a293028b,a202040a,a1924191,a2254702,a145c500,a2418a0a,a3474406,a300cf84,a1624b24,a4c3461a
a224c303,a1a1469b,a1464301,a1430184,a3474987,a1c24511,a260c682,a2408d0b,a380c60c,a241c880,a0205498,a300c102
a080c183,a0608215,a604c81e,a0c24905,a0a0c685,a221c103,a0c0848a,a143308e,a480c180,a142c10d,a0414680,a04b8117
a222030d,a003408b,a2a30782,a1c24eff,a0201317,a0a3c197,a0804d89,a0e0418b,a0040510,a200858d,a0604f86,a1674712
a0a2a009,a0214098,a063c600,a1a64a10,a04a8a87,a3008902,a1450603,a0c4c00f,a0c24b02,a321c802,a0040213,a1e00281
a280c800,a2260180,a1e58201,a1058284,a3630084,a0614615,a040840c,a26bc102,a2430003,a5608f1f,a102820c,a0298381
a0848901,a140418e,a0c88104,a0a0d692,a101c00c,a1808207,a2c30780,a2e79180,a1a0098b,a100553b,a3e3c181,a0611380
a1864c27,a220002a,a4c5c201,a020d308,a0828587,a0448f9d,a0008905,a02049ba,a2a05104,a105021d,a6014522,a1008708
a0048328,a1c05181,a0e0880e,a0854583,a140cd93,a1e1c50a,a6acd206,a003d186,a0280001,a480d687,a7e84a08,a002c282
a021c302,a0800280,a1e5061c,a2400684,a1d1d02e,a020c881,a302898b,a12e850c,a36c4180,a2818220,a1214703,a187c21a
a1024003,a1854680,a2e5018b,a1870200,a5f3c147,a00bc880,a461020c,a1408301,a1e28182,a0848380,a1205411,a0e0c183
a2a01111,a002070f,a528e709,a1404103,a4014000,a1e10790,a0404781,a16047a0,a0cb461f,a0e106a4,a0010c0a,a3ec451e
a3238b85,a0874088,a102c08a,a0228209,a142cc82,a023c305,a463c31c,a002d581,a029800d,a3624a05,a0608a0b,ab04ce8a
